code,speaker,gender,stim,rep,sent,metre_ID,stim_metre,tot_syls,ana_syls,tot_feet,cur_foot,foot_syls,wrd_end_syl,acc_phon,phr_phon,init_phon,fin_phon,v_text,phr_end_t,ana_end_t,foot_start_t,foot_end_t,stress_end_t,wrd_fin_syl_start_t,wrd_end_t,v_onset_t,v_offset_t,s_t,e_t,l_t,h_t,l_syl_start_t,l_syl_end_t,h_syl_start_t,h_syl_end_t,v_grand_mean_t,l_grand_mean_t,h_grand_mean_t,s_grand_mean_t,e_grand_mean_t,v_syl,l_syl,h_syl,s_f0,e_f0,v_onset_f0,l_f0,h_f0,slope_st,utt_mean_f0,utt_med_f0,f0_mean,f0_SD,location
F17_MWH3_6,F17,F,MWH3,6,WHERE'VE you HIDDen the VALuables,0333,MWH3_0333,9,0,3,2,3,2,L*,% H* L* L*H %,%,%,V,1496,0,379,663,521,521,617,428,474,0,1213,435,623,379,521,617,663,446,455,658,0,1159,4,4,6,93.47,94.66,89.18,89.26,89.77,1.293,89.48,89.45,90.512,2.472,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/sentence_modes/
F17_MWH3_6,F17,F,MWH3,6,WHERE'VE you HIDDen the VALuables,0333,MWH3_0333,9,0,3,3,3,3,L*H,% H* L* L*H %,%,%,V,1496,0,663,1496,930,1027,1496,733,872,0,1213,811,1157,663,930,1027,1496,761,828,1112,0,1159,7,7,9,93.47,94.66,89.88,89.42,95.70,19.749,92.31,92.49,90.512,2.472,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/sentence_modes/
F17_MYN1_1,F17,F,MYN1,1,Have you VALued the VASes,232,MYN1_232,7,2,2,1,3,2,L*H,% L*H L*H %,%,%,V,1498,291,291,890,553,553,809,372,517,0,1308,438,677,291,553,553,809,325,387,568,0,1074,3,3,4,87.34,97.24,89.41,88.98,92.00,13.414,90.31,90.22,90.512,2.472,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/sentence_modes/
F17_MYN1_1,F17,F,MYN1,1,Have you VALued the VASes,232,MYN1_232,7,2,2,2,2,2,L*H,% L*H L*H %,%,%,V,1498,291,890,1498,1249,1249,1498,947,1144,0,1308,991,1285,890,1249,1249,1498,756,793,1048,0,1074,6,6,7,87.34,97.24,88.84,88.60,97.18,30.731,91.47,90.03,90.512,2.472,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/sentence_modes/
F17_MYN1_2,F17,F,MYN1,2,Have you VALued the VASes,232,MYN1_232,7,2,2,1,3,2,L*H,% L*H L*H %,%,%,V,1528,340,340,907,607,607,814,428,563,79,1309,496,699,340,607,607,814,330,393,562,49,1081,3,3,4,89.71,96.87,87.98,87.15,90.76,21.502,89.08,89.24,90.512,2.472,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/sentence_modes/
F17_MYN1_2,F17,F,MYN1,2,Have you VALued the VASes,232,MYN1_232,7,2,2,2,2,2,L*H,% L*H L*H %,%,%,V,1528,340,907,1528,1231,1231,1528,958,1118,79,1309,1011,1301,907,1231,1231,1528,755,805,1073,49,1081,6,6,7,89.71,96.87,88.08,87.27,96.88,37.618,91.89,91.79,90.512,2.472,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/sentence_modes/
F17_MYN1_3,F17,F,MYN1,3,Have you VALued the VASes,232,MYN1_232,7,2,2,1,3,2,L*H,% L*H L*H %,%,%,V,1434,309,309,832,580,580,757,406,530,63,1246,463,616,309,580,580,757,337,389,526,45,1082,3,3,4,90.40,94.04,89.01,87.94,90.54,19.213,89.32,89.28,90.512,2.472,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/sentence_modes/
F17_MYN1_3,F17,F,MYN1,3,Have you VALued the VASes,232,MYN1_232,7,2,2,2,2,2,L*H,% L*H L*H %,%,%,V,1434,309,832,1434,1177,1177,1434,896,1060,63,1246,989,1218,832,1177,1177,1434,764,845,1053,45,1082,6,6,7,90.40,94.04,88.78,87.62,94.38,31.718,90.48,90.40,90.512,2.472,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/sentence_modes/
F17_MYN1_4,F17,F,MYN1,4,Have you VALued the VASes,232,MYN1_232,7,2,2,1,3,2,L*H,% L*H L*H %,%,%,V,1407,299,299,849,608,608,772,399,535,78,1236,483,668,299,608,608,772,328,396,551,53,1097,3,3,4,87.93,94.03,88.45,87.28,89.44,13.602,88.35,88.31,90.512,2.472,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/sentence_modes/
F17_MYN1_4,F17,F,MYN1,4,Have you VALued the VASes,232,MYN1_232,7,2,2,2,2,2,L*H,% L*H L*H %,%,%,V,1407,299,849,1407,1155,1155,1407,899,1073,78,1236,976,1210,849,1155,1155,1407,757,833,1069,53,1097,6,6,7,87.93,94.03,88.40,87.74,94.52,29.726,90.13,89.46,90.512,2.472,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/sentence_modes/
F17_MYN1_5,F17,F,MYN1,5,Have you VALued the VASes,232,MYN1_232,7,2,2,1,3,2,L*H,% L*H L*H %,%,%,V,1388,277,277,824,558,558,753,384,510,59,1235,446,652,277,558,558,753,342,397,568,50,1098,3,3,4,90.64,93.32,87.97,87.16,89.79,13.992,88.73,88.84,90.512,2.472,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/sentence_modes/
F17_MYN1_5,F17,F,MYN1,5,Have you VALued the VASes,232,MYN1_232,7,2,2,2,2,2,L*H,% L*H L*H %,%,%,V,1388,277,824,1388,1161,1161,1388,886,1057,59,1235,955,1232,824,1161,1161,1388,763,825,1094,50,1098,6,6,7,90.64,93.32,87.94,87.44,93.31,22.044,89.72,89.28,90.512,2.472,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/sentence_modes/
F17_MYN2_1,F17,F,MYN2,1,D'you LIVE in the VALLey,132,MYN2_132,6,1,2,1,3,1,(*),% (*) L*H %,%,%,V,959,186,186,545,375,186,375,241,309,69,904,316,380,186,375,375,483,174,239,294,47,773,2,2,3,88.96,91.81,90.00,89.72,90.21,9.223,90.00,90.01,90.512,2.472,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/sentence_modes/
F17_MYN2_1,F17,F,MYN2,1,D'you LIVE in the VALLey,132,MYN2_132,6,1,2,2,2,2,L*H,% (*) L*H %,%,%,V,959,186,545,959,800,800,959,596,740,69,904,710,871,545,800,800,959,488,590,741,47,773,5,5,6,88.96,91.81,89.24,88.56,92.12,26.003,90.07,89.87,90.512,2.472,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/sentence_modes/
F17_MYN2_2,F17,F,MYN2,2,Do you LIVE in the VALLey,232,MYN2_232,7,2,2,1,3,1,(*),% (*) L*H %,%,%,V,973,175,175,545,377,175,377,239,301,67,945,302,388,175,377,377,498,206,262,338,44,861,3,3,4,90.02,92.92,89.98,89.89,89.93,1.335,89.95,89.95,90.512,2.472,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/sentence_modes/
F17_MYN2_2,F17,F,MYN2,2,Do you LIVE in the VALLey,232,MYN2_232,7,2,2,2,2,2,L*H,% (*) L*H %,%,%,V,973,175,545,973,809,809,973,609,744,67,945,694,914,545,809,809,973,539,617,830,44,861,6,6,7,90.02,92.92,89.13,88.49,93.27,25.665,90.83,90.74,90.512,2.472,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/sentence_modes/
F17_MYN2_4,F17,F,MYN2,4,Do you LIVE in the VALLey,232,MYN2_232,7,2,2,1,3,1,L*,% L* L*H %,%,%,V,1007,196,196,578,383,196,383,256,332,51,977,320,397,196,383,383,509,207,268,340,39,862,3,3,4,90.89,93.31,88.63,88.30,89.50,18.825,88.89,88.88,90.512,2.472,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/sentence_modes/
F17_MYN2_4,F17,F,MYN2,4,Do you LIVE in the VALLey,232,MYN2_232,7,2,2,2,2,2,L*H,% L* L*H %,%,%,V,1007,196,578,1007,829,829,1007,628,772,51,977,702,931,578,829,829,1007,528,600,819,39,862,6,6,7,90.89,93.31,88.87,88.44,93.51,25.481,90.43,89.98,90.512,2.472,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/sentence_modes/
F17_MYN2_5,F17,F,MYN2,5,Do you LIVE in the VALLey,232,MYN2_232,7,2,2,1,3,1,>H*,% >H* L*H %,%,%,V,930,188,188,526,367,188,367,238,302,49,904,288,372,188,367,367,478,199,250,334,40,861,3,3,4,86.85,93.26,89.53,89.17,89.74,8.05,89.45,89.45,90.512,2.472,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/sentence_modes/
F17_MYN2_5,F17,F,MYN2,5,Do you LIVE in the VALLey,232,MYN2_232,7,2,2,2,2,2,L*H,% >H* L*H %,%,%,V,930,188,526,930,778,778,930,592,721,49,904,690,866,526,778,778,930,544,638,820,40,861,6,6,7,86.85,93.26,88.40,87.84,94.06,41.652,90.54,90.33,90.512,2.472,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/sentence_modes/
F17_MYN2_6,F17,F,MYN2,6,D'you LIVE in the VALLey,132,MYN2_132,6,1,2,1,3,1,L*,% L* L*H %,%,%,V,956,178,178,552,368,178,368,233,314,64,927,289,373,178,368,368,479,174,222,294,46,801,2,2,3,89.48,91.71,89.00,88.38,88.55,3.506,88.38,88.36,90.512,2.472,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/sentence_modes/
F17_MYN2_6,F17,F,MYN2,6,D'you LIVE in the VALLey,132,MYN2_132,6,1,2,2,2,2,L*H,% L* L*H %,%,%,V,956,178,552,956,789,789,956,598,745,64,927,692,867,552,789,789,956,486,577,744,46,801,5,5,6,89.48,91.71,88.59,87.85,92.16,31.405,89.75,89.46,90.512,2.472,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/sentence_modes/
F17_MYN3_2,F17,F,MYN3,2,Have you HIDDen the VALuables,233,MYN3_233,8,2,2,1,3,2,(*),% (*) L*H %,%,%,V,1541,311,311,711,516,516,654,395,454,90,1202,595,389,516,654,311,516,309,460,304,61,951,3,4,3,91.13,93.06,89.78,88.59,89.80,-3.905,88.97,88.88,90.512,2.472,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/sentence_modes/
F17_MYN3_2,F17,F,MYN3,2,Have you HIDDen the VALuables,233,MYN3_233,8,2,2,2,3,3,L*H,% (*) L*H %,%,%,V,1541,311,711,1541,955,1028,1541,764,884,90,1202,841,1165,711,955,1028,1541,591,660,925,61,951,6,6,8,91.13,93.06,89.06,87.90,93.79,19.896,90.74,90.96,90.512,2.472,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/sentence_modes/
F17_MYN3_3,F17,F,MYN3,3,Have you HIDDen the VALuables,233,MYN3_233,8,2,2,1,3,2,(*),% (*) L*H %,%,%,V,1345,259,259,593,460,460,532,336,374,68,1079,310,471,259,460,460,532,305,282,423,63,973,3,3,4,89.12,93.15,89.30,88.94,90.01,5.919,89.68,89.78,90.512,2.472,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/sentence_modes/
F17_MYN3_3,F17,F,MYN3,3,Have you HIDDen the VALuables,233,MYN3_233,8,2,2,2,3,3,L*H,% (*) L*H %,%,%,V,1345,259,593,1345,825,904,1345,646,763,68,1079,700,1045,593,825,904,1345,594,645,944,63,973,6,6,8,89.12,93.15,88.85,88.42,93.92,18.453,91.00,91.21,90.512,2.472,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/sentence_modes/
F17_MYN3_4,F17,F,MYN3,4,Have you HIDDen the VALuables,233,MYN3_233,8,2,2,1,3,2,(*),% (*) L*H %,%,%,V,1430,303,303,661,482,482,599,353,416,54,1174,422,617,303,482,599,661,287,353,511,42,981,3,3,5,91.41,93.03,88.95,88.37,89.10,2.989,88.89,88.97,90.512,2.472,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/sentence_modes/
F17_MYN3_4,F17,F,MYN3,4,Have you HIDDen the VALuables,233,MYN3_233,8,2,2,2,3,3,L*H,% (*) L*H %,%,%,V,1430,303,661,1430,913,989,1430,726,833,54,1174,792,1145,661,913,989,1430,600,657,957,42,981,6,6,8,91.41,93.03,89.05,88.30,93.56,15.801,90.78,90.55,90.512,2.472,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/sentence_modes/
F17_MYN3_5,F17,F,MYN3,5,Have you HIDDen the VALuables,233,MYN3_233,8,2,2,1,3,2,(*),% (*) L*H %,%,%,V,1367,305,305,598,458,458,542,344,389,52,1115,342,455,305,458,305,458,283,280,407,36,990,3,3,3,90.75,93.12,89.40,89.39,89.76,2.66,89.66,89.69,90.512,2.472,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/sentence_modes/
F17_MYN3_5,F17,F,MYN3,5,Have you HIDDen the VALuables,233,MYN3_233,8,2,2,2,3,3,L*H,% (*) L*H %,%,%,V,1367,305,598,1367,855,913,1367,653,775,52,1115,712,1083,598,855,913,1367,591,641,964,36,990,6,6,8,90.75,93.12,88.98,88.55,94.01,17.304,90.86,91.15,90.512,2.472,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/sentence_modes/
F17_MYN3_6,F17,F,MYN3,6,Have you HIDDen the VALuables,233,MYN3_233,8,2,2,1,3,2,(*),% (*) L*H %,%,%,V,1362,264,264,617,423,423,557,344,377,38,1100,324,357,264,423,264,423,325,304,339,34,969,3,3,3,88.02,93.50,88.84,88.55,88.93,11.267,88.79,88.81,90.512,2.472,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/sentence_modes/
F17_MYN3_6,F17,F,MYN3,6,Have you HIDDen the VALuables,233,MYN3_233,8,2,2,2,3,3,L*H,% (*) L*H %,%,%,V,1362,264,617,1362,845,934,1362,676,793,38,1100,745,1068,617,845,934,1362,600,666,942,34,969,6,6,8,88.02,93.50,88.90,88.26,93.90,18.629,90.90,91.17,90.512,2.472,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/sentence_modes/
M4_MDC1_1,M4,M,MDC1,1,i VALued the VASes,132,MDC1_132,6,1,2,1,3,2,H*,%L H* L*H %,%L,%,V1,975,74,74,504,320,320,439,155,274,25,842,483,246,439,504,74,320,155,501,246,25,896,2,4,2,73.38,80.02,75.11,72.33,76.74,-20.292,74.70,74.91,77.001,3.65,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M4/sentence_modes/
M4_MDC1_1,M4,M,MDC1,1,i VALued the VASes,132,MDC1_132,6,1,2,2,2,2,L*H,%L H* L*H %,%L,%,V1,975,74,504,975,792,792,975,586,710,25,842,645,827,504,792,792,975,608,670,875,25,896,5,5,6,73.38,80.02,73.45,72.53,79.83,44.664,75.87,75.79,77.001,3.65,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M4/sentence_modes/
M4_MDC1_2,M4,M,MDC1,2,i VALued the VASes,132,MDC1_132,6,1,2,1,3,2,(*),% (*) L*H %,%,%,V1,1018,110,110,522,325,325,471,191,297,39,858,502,230,471,522,110,325,167,497,211,27,898,2,4,2,72.66,82.14,74.91,73.79,75.15,-4.493,74.84,74.94,77.001,3.65,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M4/sentence_modes/
M4_MDC1_2,M4,M,MDC1,2,i VALued the VASes,132,MDC1_132,6,1,2,2,2,2,L*H,% (*) L*H %,%,%,V2,1018,110,522,1018,796,796,1018,590,729,39,858,652,850,522,796,796,1018,597,666,889,27,898,5,5,6,72.66,82.14,73.96,73.77,82.14,48.809,77.84,77.85,77.001,3.65,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M4/sentence_modes/
M4_MDC1_3b,M4,M,MDC1,3b,i VALued the VASes,132,MDC1_132,6,1,2,1,3,2,(*),% (*) L*H %,%,%,V1,935,51,51,477,290,290,427,137,251,18,777,72,322,51,290,290,427,163,96,352,26,871,2,2,3,70.26,79.97,72.88,71.18,74.36,10.221,73.21,73.36,77.001,3.65,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M4/sentence_modes/
M4_MDC1_3b,M4,M,MDC1,3b,i VALued the VASes,132,MDC1_132,6,1,2,2,2,2,L*H,% (*) L*H %,%,%,V2,935,51,477,935,744,744,935,529,664,18,777,569,769,477,744,744,935,580,626,860,26,871,5,5,6,70.26,79.97,73.31,73.56,79.97,34.682,76.36,75.79,77.001,3.65,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M4/sentence_modes/
M4_MDC1_4,M4,M,MDC1,4,i VALued the VASes,132,MDC1_132,6,1,2,1,3,2,(*),% (*) L*H %,%,%,V1,975,82,82,481,302,302,434,167,279,35,828,222,313,82,302,302,434,169,230,331,32,889,2,2,3,71.83,81.29,73.84,74.65,75.58,12.253,75.01,74.86,77.001,3.65,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M4/sentence_modes/
M4_MDC1_4,M4,M,MDC1,4,i VALued the VASes,132,MDC1_132,6,1,2,2,2,2,L*H,% (*) L*H %,%,%,V,975,82,481,975,781,781,975,552,685,35,828,610,820,481,781,781,975,593,652,878,32,889,5,5,6,71.83,81.29,75.21,75.08,81.29,33.419,77.53,77.04,77.001,3.65,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M4/sentence_modes/
M4_MDC1_5,M4,M,MDC1,5,i VALued the VASes,132,MDC1_132,6,1,2,1,3,2,(*),% (*) L*H %,%,%,V1,1010,110,110,551,367,367,499,198,335,40,869,291,523,110,367,499,551,159,247,488,27,895,2,2,4,71.11,81.85,74.53,74.22,75.50,7.408,74.65,74.63,77.001,3.65,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M4/sentence_modes/
M4_MDC1_5,M4,M,MDC1,5,i VALued the VASes,132,MDC1_132,6,1,2,2,2,2,L*H,% (*) L*H %,%,%,V2,1010,110,551,1010,818,818,1010,606,744,40,869,626,861,551,818,818,1010,584,607,884,27,895,5,5,6,71.11,81.85,74.46,74.34,81.85,36.809,77.29,76.55,77.001,3.65,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M4/sentence_modes/
M4_MDC2_1,M4,M,MDC2,1,i LIVE in the VALLey,132,MDC2_132,6,1,2,1,3,1,>H*,% >H* L*H %,%,%,V,682,81,81,395,251,81,251,148,204,34,637,169,182,81,251,81,251,143,165,178,31,717,2,2,2,79.36,79.65,79.71,80.08,80.11,-18.098,79.26,79.26,77.001,3.65,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M4/sentence_modes/
M4_MDC2_1,M4,M,MDC2,1,i LIVE in the VALLey,132,MDC2_132,6,1,2,2,2,2,L*H,% >H* L*H %,%,%,V,682,81,395,682,596,596,682,459,544,34,637,475,629,395,596,596,682,479,499,703,31,717,5,5,6,79.36,79.65,73.15,73.05,79.65,47.866,75.39,74.69,77.001,3.65,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M4/sentence_modes/
M4_MDC2_2,M4,M,MDC2,2,i LIVE in the VALLey,132,MDC2_132,6,1,2,1,3,1,(*),% (*) L*H %,%,%,V1,721,96,96,407,262,96,262,158,198,48,662,177,272,96,262,262,361,139,159,260,36,717,2,2,3,73.71,79.68,75.04,75.32,76.12,10.862,75.66,75.58,77.001,3.65,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M4/sentence_modes/
M4_MDC2_2,M4,M,MDC2,2,i LIVE in the VALLey,132,MDC2_132,6,1,2,2,2,2,L*H,% (*) L*H %,%,%,V2,721,96,407,721,608,608,721,460,549,48,662,474,654,407,608,608,721,466,483,706,36,717,5,5,6,73.71,79.68,73.68,73.64,79.66,32.428,75.23,74.55,77.001,3.65,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M4/sentence_modes/
M4_MDC2_3,M4,M,MDC2,3,i LIVE in the VALLey,132,MDC2_132,6,1,2,1,3,1,(*),% (*) L*H %,%,%,V1,718,83,83,382,246,83,246,147,195,26,684,156,266,83,246,246,331,142,152,273,23,755,2,2,3,72.27,77.64,73.82,73.91,74.46,6.831,74.06,73.98,77.001,3.65,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M4/sentence_modes/
M4_MDC2_3,M4,M,MDC2,3,i LIVE in the VALLey,132,MDC2_132,6,1,2,2,2,2,L*H,% (*) L*H %,%,%,V,718,83,382,718,594,594,695,451,541,26,684,462,672,382,594,594,718,481,494,740,23,755,5,5,6,72.27,77.64,71.94,71.90,77.69,33.775,75.08,75.37,77.001,3.65,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M4/sentence_modes/
M4_MDC2_4,M4,M,MDC2,4,i LIVE in the VALLey,132,MDC2_132,6,1,2,1,3,1,(*),% (*) L*H %,%,%,V,764,72,72,391,255,72,255,144,195,21,729,171,216,72,255,72,255,143,169,212,21,760,2,2,2,72.41,78.10,74.80,75.13,74.92,-7.94,75.11,75.11,77.001,3.65,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M4/sentence_modes/
M4_MDC2_4,M4,M,MDC2,4,i LIVE in the VALLey,132,MDC2_132,6,1,2,2,2,2,L*H,% (*) L*H %,%,%,V2,764,72,391,764,617,617,764,459,562,21,729,487,682,391,617,617,764,475,505,712,21,760,5,5,6,72.41,78.10,73.92,74.17,79.92,36.93,76.34,75.54,77.001,3.65,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M4/sentence_modes/
M4_MDC2_5,M4,M,MDC2,5,i LIVE in the VALLey,132,MDC2_132,6,1,2,1,3,1,(*),% (*) L*H %,%,%,V,754,83,83,404,275,83,275,143,196,30,732,129,283,83,275,275,350,128,115,260,26,772,2,2,3,73.12,76.98,73.59,73.60,73.94,2.635,73.74,73.71,77.001,3.65,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M4/sentence_modes/
M4_MDC2_5,M4,M,MDC2,5,i LIVE in the VALLey,132,MDC2_132,6,1,2,2,2,2,L*H,% (*) L*H %,%,%,V,754,83,404,754,616,616,754,473,571,30,732,543,713,404,616,616,754,481,561,751,26,772,5,5,6,73.12,76.98,72.37,71.91,77.17,36.723,74.34,74.01,77.001,3.65,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M4/sentence_modes/
M4_MDC3_r1b,M4,M,MDC3,r1b,I've HIDDen the VALuables,133,MDC3_133,7,1,2,1,3,2,H*,% H* L*H %,%,%,V,975,190,190,477,351,351,424,265,312,33,824,233,292,190,351,190,351,217,183,246,24,907,2,2,2,72.72,79.33,77.30,76.84,77.47,12.359,77.20,77.23,77.001,3.65,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M4/sentence_modes/
M4_MDC3_r1b,M4,M,MDC3,r1b,I've HIDDen the VALuables,133,MDC3_133,7,1,2,2,3,3,L*H,% H* L*H %,%,%,V,975,190,477,975,667,725,975,532,618,33,824,550,782,477,667,725,975,529,551,845,24,907,5,5,7,72.72,79.33,74.71,74.74,79.54,21.396,76.44,76.13,77.001,3.65,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M4/sentence_modes/
M4_MDC3_r2b,M4,M,MDC3,r2b,I've HIDDen the VALuables,133,MDC3_133,7,1,2,1,3,2,H*,% H* L*H %,%,%,V1,994,218,218,496,348,348,424,249,304,27,862,244,283,218,348,218,348,178,171,223,17,937,2,2,2,74.81,79.69,76.08,76.00,76.51,15.387,76.28,76.32,77.001,3.65,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M4/sentence_modes/
M4_MDC3_r2b,M4,M,MDC3,r2b,I've HIDDen the VALuables,133,MDC3_133,7,1,2,2,3,3,L*H,% H* L*H %,%,%,V2,994,218,496,994,692,742,994,558,656,27,862,583,829,496,692,742,994,535,565,888,17,937,5,5,7,74.81,79.69,74.32,74.32,79.88,26.783,76.62,76.18,77.001,3.65,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M4/sentence_modes/
