code,speaker,gender,stim,rep,sent,metre_ID,stim_metre,tot_syls,ana_syls,tot_feet,cur_foot,foot_syls,wrd_end_syl,acc_phon,phr_phon,init_phon,fin_phon,v_text,phr_end_t,ana_end_t,foot_strt_t,foot_end_t,stress_end_t,wrd_fin_syl_strt_t,wrd_end_t,v_onset_t,v_offset_t,strt_t,end_t,l_t,h_t,l_syl_strt_t,l_syl_end_t,h_syl_strt_t,h_syl_end_t,v_sylNormT,l_sylNormT,h_sylNormT,v_syl,l_syl,h_syl,v_syl_ratio,l_syl_ratio,h_syl_ratio,s_f0,e_f0,v_onset_f0,l_f0,h_f0,slope_st,intercept_st,mean_st,med_st,location
M8_H0322_4,M8,M,H0322,4,LALLy's is VALid,032,H0322_032,5,0,2,2,2,2,L*H,% L*H L*H %,%,%,V2,863,0,449,863,677,677,863,505,625,0,800,570,746,449,677,677,863,574,643,829,4,4,5,0.25,0.53,0.37,83.71,83.18,80.42,80.42,80.42,40.721,42.275,82.38,82.33,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/alignment and H_Placement/
M8_H0322_5,M8,M,H0322,5,LALLy's is VALid,032,H0322_032,5,0,2,1,3,2,L*H,% L*H L*H %,%,%,V1,860,0,0,458,214,214,351,60,159,17,764,23,185,0,214,0,214,61,23,188,1,1,1,0.28,0.11,0.86,84.49,85.77,84.90,80.96,80.96,31.338,77.518,86.46,86.27,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/alignment and H_Placement/
M8_H0322_5,M8,M,H0322,5,LALLy's is VALid,032,H0322_032,5,0,2,2,2,2,L*H,% L*H L*H %,%,%,V2,860,0,458,860,690,690,860,526,642,17,764,576,734,458,690,690,860,585,638,807,4,4,5,0.29,0.51,0.26,84.49,85.77,80.96,80.96,80.96,55.617,37.642,83.92,84.07,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/alignment and H_Placement/
M8_H0422_1,M8,M,H0422,1,LALLy's is inVALid,042,H0422_042,6,0,2,1,4,2,L*H,% L*H L*H %,%,%,V1,941,0,0,521,160,160,303,14,84,0,879,33,187,0,160,160,303,19,44,247,1,1,2,0.09,0.21,0.19,84.47,81.40,84.16,79.53,79.53,29.943,80.71,85.90,86.03,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/alignment and H_Placement/
M8_H0422_1,M8,M,H0422,1,LALLy's is inVALid,042,H0422_042,6,0,2,2,2,2,L*H,% L*H L*H %,%,%,V2,941,0,521,941,778,778,941,605,711,0,879,686,823,521,778,778,941,713,786,923,5,5,6,0.33,0.64,0.28,84.47,81.40,79.53,79.53,79.53,40.305,47.334,80.54,80.32,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/alignment and H_Placement/
M8_H0422_2,M8,M,H0422,2,LALLy's is inVALid,042,H0422_042,6,0,2,1,4,2,L*H,% L*H L*H %,%,%,V1,980,0,0,586,181,181,344,26,127,13,907,32,204,0,181,181,344,31,38,239,1,1,2,0.14,0.18,0.14,83.92,80.75,83.98,79.49,79.49,20.599,81.824,85.38,85.24,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/alignment and H_Placement/
M8_H0422_2,M8,M,H0422,2,LALLy's is inVALid,042,H0422_042,6,0,2,2,2,2,L*H,% L*H L*H %,%,%,V2,980,0,586,980,811,811,980,643,770,13,907,709,865,586,811,811,980,696,764,932,5,5,6,0.25,0.55,0.32,83.92,80.75,79.49,79.49,79.49,22.727,61.014,80.13,79.88,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/alignment and H_Placement/
M8_H0422_3,M8,M,H0422,3,LALLy's is inVALid,042,H0422_042,6,0,2,1,4,2,L*H,% L*H L*H %,%,%,V1,1011,0,0,594,193,193,333,33,129,2,917,41,218,0,193,193,333,37,45,245,1,1,2,0.17,0.21,0.18,83.45,81.72,82.96,79.54,79.54,25.699,80.07,84.88,84.91,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/alignment and H_Placement/
M8_H0422_3,M8,M,H0422,3,LALLy's is inVALid,042,H0422_042,6,0,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1011,0,594,1011,820,820,1011,643,783,2,917,732,896,594,820,820,1011,688,778,948,5,5,6,0.22,0.61,0.40,83.45,81.72,79.54,79.54,79.54,30.997,53.696,80.79,81.12,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/alignment and H_Placement/
M8_H0422_4,M8,M,H0422,4,LALLy's is inVALid,042,H0422_042,6,0,2,1,4,2,L*H,% L*H L*H %,%,%,V1,981,0,0,569,183,183,329,51,132,24,899,45,197,0,183,183,329,60,53,231,1,1,2,0.28,0.25,0.10,83.69,82.33,82.92,79.92,79.92,30.714,78.317,84.74,84.70,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/alignment and H_Placement/
M8_H0422_4,M8,M,H0422,4,LALLy's is inVALid,042,H0422_042,6,0,2,2,2,2,L*H,% L*H L*H %,%,%,V2,981,0,569,981,795,795,981,616,746,24,899,687,841,569,795,795,981,686,758,918,5,5,6,0.21,0.52,0.25,83.69,82.33,79.92,79.92,79.92,32.577,53.219,80.93,80.73,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/alignment and H_Placement/
M8_H0422_5,M8,M,H0422,5,LALLy's is inVALid,042,H0422_042,6,0,2,1,4,2,L*H,% L*H L*H %,%,%,V1,959,0,0,539,188,188,344,41,135,13,883,21,211,0,188,188,344,47,24,240,1,1,2,0.22,0.11,0.15,83.10,82.62,83.08,80.13,80.13,25.861,80.373,85.12,85.28,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/alignment and H_Placement/
M8_H0422_5,M8,M,H0422,5,LALLy's is inVALid,042,H0422_042,6,0,2,2,2,2,L*H,% L*H L*H %,%,%,V2,959,0,539,959,786,786,959,612,749,13,883,677,829,539,786,786,959,706,767,918,5,5,6,0.30,0.56,0.25,83.10,82.62,80.13,80.13,80.13,31.694,54.956,80.82,80.53,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/alignment and H_Placement/
M8_H1321_1,M8,M,H1321,1,eLAINE was a NANNy,132,H1321_132,6,1,2,1,3,1,H*,% H* L*H %,%,%,V1,814,46,46,396,255,46,255,75,200,18,791,68,210,46,255,46,255,102,94,266,2,2,2,0.14,0.11,0.78,84.29,84.25,85.12,79.19,79.19,43.825,78.337,88.24,88.69,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/alignment and H_Placement/
M8_H1321_1,M8,M,H1321,1,eLAINE was a NANNy,132,H1321_132,6,1,2,2,2,2,L*H,% H* L*H %,%,%,V2,814,46,396,814,625,625,814,470,593,18,791,514,700,396,625,625,814,590,635,816,5,5,6,0.32,0.52,0.40,84.29,84.25,79.19,79.19,79.19,54.744,44.452,82.55,82.40,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/alignment and H_Placement/
M8_H1321_2,M8,M,H1321,2,eLAINE was a NANNy,132,H1321_132,6,1,2,1,3,1,L*H,% L*H L*H %,%,%,V1,812,29,29,419,283,29,283,83,220,0,803,37,189,29,283,29,283,121,75,227,2,2,2,0.21,0.03,0.63,84.01,84.07,85.47,78.14,78.14,43.926,77.433,86.91,86.96,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/alignment and H_Placement/
M8_H1321_2,M8,M,H1321,2,eLAINE was a NANNy,132,H1321_132,6,1,2,2,2,2,L*H,% L*H L*H %,%,%,V2,812,29,419,812,646,646,812,485,619,0,803,519,718,419,646,646,812,582,617,822,5,5,6,0.29,0.44,0.43,84.01,84.07,78.14,78.14,78.14,43.435,49.377,80.72,79.92,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/alignment and H_Placement/
M8_H1321_3,M8,M,H1321,3,eLAINE was a NANNy,132,H1321_132,6,1,2,1,3,1,L*H,% L*H L*H %,%,%,V1,828,48,48,437,292,48,292,107,223,1,828,48,214,48,292,48,292,128,67,240,2,2,2,0.24,0,0.68,84.35,83.90,84.97,79.38,79.38,45.137,77.423,86.19,86.07,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/alignment and H_Placement/
M8_H1321_3,M8,M,H1321,3,eLAINE was a NANNy,132,H1321_132,6,1,2,2,2,2,L*H,% L*H L*H %,%,%,V2,828,48,437,828,648,648,828,494,625,1,828,549,738,437,648,648,828,578,638,834,5,5,6,0.27,0.53,0.50,84.35,83.90,79.38,79.38,79.38,44.036,50.621,81.66,81.53,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/alignment and H_Placement/
M8_H1321_4b,M8,M,H1321,4b,eLAINE was a NANNy,132,H1321_132,6,1,2,1,3,1,H*,% H* L*H %,%,%,V1,782,26,26,413,264,26,264,87,213,25,774,92,194,26,264,26,264,132,137,246,2,2,2,0.26,0.28,0.71,83.32,83.91,83.87,79.57,79.57,37.471,78.313,85.99,86.06,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/alignment and H_Placement/
M8_H1321_4b,M8,M,H1321,4b,eLAINE was a NANNy,132,H1321_132,6,1,2,2,2,2,L*H,% H* L*H %,%,%,V2,782,26,413,782,626,626,782,471,596,25,774,521,682,413,626,626,782,578,633,809,5,5,6,0.27,0.51,0.36,83.32,83.91,79.57,79.57,79.57,50.044,48.732,82.05,81.90,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/alignment and H_Placement/
M8_H1321_6,M8,M,H1321,6,eLAINE was a NANNy,132,H1321_132,6,1,2,1,3,1,H*,%L H* L*H %,%L,%,V1,735,29,29,365,230,29,230,73,179,14,735,56,186,29,230,29,230,123,101,265,2,2,2,0.22,0.13,0.78,81.47,84.55,83.30,79.43,79.43,46.415,78.353,85.40,85.27,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/alignment and H_Placement/
M8_H1321_6,M8,M,H1321,6,eLAINE was a NANNy,132,H1321_132,6,1,2,2,2,2,L*H,%L H* L*H %,%L,%,V2,735,29,365,735,587,587,735,424,561,14,735,477,664,365,587,587,735,577,632,837,5,5,6,0.27,0.50,0.52,81.47,84.55,79.43,79.43,79.43,41.812,56.83,82.07,82.16,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/alignment and H_Placement/
M8_H1322_1,M8,M,H1322,1,eLAINa's a NANNy,132,H1322_132,6,1,2,1,3,2,L*H,% L*H L*H %,%,%,V1,784,77,77,401,224,224,354,105,180,21,779,83,223,77,224,77,224,108,77,278,2,2,2,0.19,0.04,0.99,80.26,80.96,83.41,79.27,79.27,36.843,77.412,85.21,85.38,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/alignment and H_Placement/
M8_H1322_1,M8,M,H1322,1,eLAINa's a NANNy,132,H1322_132,6,1,2,2,2,2,L*H,% L*H L*H %,%,%,V2,784,77,401,784,615,615,784,459,588,21,779,522,679,401,615,615,784,556,626,796,5,5,6,0.27,0.57,0.38,80.26,80.96,79.27,79.27,79.27,51.665,47.834,81.88,82.51,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/alignment and H_Placement/
M8_H1322_2,M8,M,H1322,2,eLAINa's a NANNy,132,H1322_132,6,1,2,1,3,2,L*H,% L*H L*H %,%,%,V1,786,63,63,400,215,215,348,117,185,50,780,100,218,63,215,215,348,143,119,283,2,2,3,0.36,0.24,0.02,82.53,79.33,83.30,79.83,79.83,41.31,73.181,85.16,85.16,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/alignment and H_Placement/
M8_H1322_2,M8,M,H1322,2,eLAINa's a NANNy,132,H1322_132,6,1,2,2,2,2,L*H,% L*H L*H %,%,%,V2,786,63,400,786,615,615,786,450,585,50,780,505,666,400,615,615,786,546,607,782,5,5,6,0.23,0.49,0.30,82.53,79.33,79.83,79.83,79.83,40.391,52.781,81.46,81.03,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/alignment and H_Placement/
M8_H1322_3,M8,M,H1322,3,eLAINa's a NANNy,132,H1322_132,6,1,2,1,3,2,L*H,% L*H L*H %,%,%,V1,882,73,73,455,256,256,420,143,226,57,872,92,285,73,256,256,420,149,90,307,2,2,3,0.38,0.10,0.18,81.91,81.96,83.26,79.20,79.20,32.495,75.379,85.07,85.22,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/alignment and H_Placement/
M8_H1322_3,M8,M,H1322,3,eLAINa's a NANNy,132,H1322_132,6,1,2,2,2,2,L*H,% L*H L*H %,%,%,V2,882,73,455,882,688,688,882,517,663,57,872,565,748,455,688,688,882,554,603,784,5,5,6,0.27,0.47,0.31,81.91,81.96,79.20,79.20,79.20,38.469,51.66,81.20,81.08,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/alignment and H_Placement/
M8_H1322_4,M8,M,H1322,4,eLAINa's a NANNy,132,H1322_132,6,1,2,1,3,2,L*H,% L*H L*H %,%,%,V1,810,55,55,401,218,218,359,114,188,22,810,52,223,32,215,218,359,144,90,285,2,2,3,0.36,0.10,0.04,82.78,80.38,83.84,79.07,79.07,37.237,74.116,84.94,85.22,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/alignment and H_Placement/
M8_H1322_4,M8,M,H1322,4,eLAINa's a NANNy,132,H1322_132,6,1,2,2,2,2,L*H,% L*H L*H %,%,%,V2,810,55,401,810,649,649,810,470,617,22,810,511,707,401,649,649,810,557,597,793,5,5,6,0.28,0.44,0.36,82.78,80.38,79.07,79.07,79.07,41.544,50.073,81.48,80.86,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/alignment and H_Placement/
M8_H1322_5,M8,M,H1322,5,eLAINa's a NANNy,132,H1322_132,6,1,2,1,3,2,L*H,% L*H L*H %,%,%,V1,771,40,40,379,216,216,342,106,175,3,752,43,219,40,216,216,342,147,72,283,2,2,3,0.38,0.02,0.02,82.33,83.12,83.15,80.08,80.08,29.478,77.574,84.13,84.31,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/alignment and H_Placement/
M8_H1322_5,M8,M,H1322,5,eLAINa's a NANNy,132,H1322_132,6,1,2,2,2,2,L*H,% L*H L*H %,%,%,V2,771,40,379,771,619,619,771,435,587,3,752,501,684,379,619,619,771,547,612,805,5,5,6,0.23,0.51,0.43,82.33,83.12,80.08,80.08,80.08,42.627,52.74,81.87,81.43,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M8/alignment and H_Placement/
M9_A0131_1,M9,M,A0131,1,VAL'S VALuables,013,A0131_013,4,0,2,1,1,1,H*,% H* L*H %,%,%,V1,940,0,0,350,350,-0.4,350,88,213,30,753,55,182,0,350,0,350,90,56,185,1,1,1,0.25,0.16,0.52,84.30,83.94,85.02,82.53,82.53,16.792,78.101,85.55,85.71,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M9/alignment and H_Placement/
M9_A0131_1,M9,M,A0131,1,VAL'S VALuables,013,A0131_013,4,0,2,2,3,3,L*H,% H* L*H %,%,%,V2,940,0,350,940,530,586,940,396,485,30,753,416,661,350,530,586,940,412,436,732,2,2,4,0.26,0.37,0.21,84.30,83.94,82.53,82.53,82.53,21.958,65.55,84.51,84.07,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M9/alignment and H_Placement/
M9_A0131_2,M9,M,A0131,2,VAL'S VALuables,013,A0131_013,4,0,2,1,1,1,H*,% H* L*H %,%,%,V1,979,0,0,309,309,0.08,309,73,204,0,750,75,144,0,309,0,309,84,86,166,1,1,1,0.24,0.24,0.47,86.92,84.14,85.52,82.53,82.53,11.674,79.987,85.84,85.88,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M9/alignment and H_Placement/
M9_A0131_2,M9,M,A0131,2,VAL'S VALuables,013,A0131_013,4,0,2,2,3,3,L*H,% H* L*H %,%,%,V2,979,0,309,979,495,563,979,363,454,0,750,392,628,309,495,563,979,420,454,710,2,2,4,0.29,0.45,0.16,86.92,84.14,82.53,82.53,82.53,21.723,65.094,84.65,84.61,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M9/alignment and H_Placement/
M9_A0131_3,M9,M,A0131,3,VAL'S VALuables,013,A0131_013,4,0,2,1,1,1,H*,% H* L*H L%,%,L%,V1,959,0,0,316,316,-0.4,316,69,220,10,734,37,153,0,316,0,316,78,42,172,1,1,1,0.22,0.12,0.48,86.46,83.53,86.05,83.25,83.25,20.179,78.127,86.66,86.69,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M9/alignment and H_Placement/
M9_A0131_3,M9,M,A0131,3,VAL'S VALuables,013,A0131_013,4,0,2,2,3,3,L*H,% H* L*H L%,%,L%,V2,959,0,316,959,509,572,959,382,473,10,734,403,631,316,509,572,959,431,455,709,2,2,4,0.34,0.45,0.15,86.46,83.53,83.25,83.25,83.25,20.075,67.968,84.78,84.49,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M9/alignment and H_Placement/
M9_A0131_4,M9,M,A0131,4,VAL'S VALuables,013,A0131_013,4,0,2,1,1,1,H*,% H* L*H L%,%,L%,V1,970,0,0,312,312,-0.5,312,86,248,52,773,101,169,0,312,0,312,98,115,193,1,1,1,0.28,0.32,0.54,86.02,83.46,86.24,82.91,82.91,9.514,83.276,86.54,86.53,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M9/alignment and H_Placement/
M9_A0131_4,M9,M,A0131,4,VAL'S VALuables,013,A0131_013,4,0,2,2,3,3,L*H,% H* L*H L%,%,L%,V2,970,0,312,970,518,582,970,370,472,52,773,402,644,312,518,582,970,418,452,712,2,2,4,0.28,0.44,0.16,86.02,83.46,82.91,82.91,82.91,20.122,69.632,84.34,84.10,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M9/alignment and H_Placement/
M9_A0131_5,M9,M,A0131,5,VAL'S VALuables,013,A0131_013,4,0,2,1,1,1,H*,% H* L*H %,%,%,V1,945,0,0,302,302,-0.3,302,75,228,33,754,70,162,0,302,0,302,88,83,191,1,1,1,0.25,0.23,0.54,85.92,83.47,86.30,82.19,82.19,12.787,82.716,86.83,86.83,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M9/alignment and H_Placement/
M9_A0131_5,M9,M,A0131,5,VAL'S VALuables,013,A0131_013,4,0,2,2,3,3,L*H,% H* L*H %,%,%,V2,945,0,302,945,501,567,945,370,460,33,754,391,635,302,501,567,945,431,454,719,2,2,4,0.34,0.45,0.18,85.92,83.47,82.19,82.19,82.19,26.668,65.526,84.60,84.34,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M9/alignment and H_Placement/
M9_A0221_1,M9,M,A0221,1,VAL'S is VALid,022,A0221_022,4,0,2,1,2,1,H*,% H* L*H %,%,%,V1,852,0,0,443,305,-0.4,305,79,215,60,698,86,169,0,305,0,305,87,95,186,1,1,1,0.26,0.28,0.55,88.29,86.89,88.35,83.56,83.56,15.085,80.014,89.10,89.12,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M9/alignment and H_Placement/
M9_A0221_1,M9,M,A0221,1,VAL'S is VALid,022,A0221_022,4,0,2,2,2,2,L*H,% H* L*H %,%,%,V2,852,0,443,852,631,631,852,496,564,60,698,498,673,443,631,631,852,531,534,742,3,3,4,0.28,0.29,0.19,88.29,86.89,83.56,83.56,83.56,22.79,60.924,85.17,84.95,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M9/alignment and H_Placement/
M9_A0221_2,M9,M,A0221,2,VAL'S is VALid,022,A0221_022,4,0,2,1,2,1,H*,% H* L*H %,%,%,V1,862,0,0,458,307,0.4,307,85,205,3,715,88,196,0,307,0,307,93,96,215,1,1,1,0.28,0.29,0.64,83.40,86.54,86.86,82.98,82.98,17.852,80.98,87.87,87.90,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M9/alignment and H_Placement/
M9_A0221_2,M9,M,A0221,2,VAL'S is VALid,022,A0221_022,4,0,2,2,2,2,L*H,% H* L*H %,%,%,V2,862,0,458,862,673,673,862,521,623,3,715,526,703,458,673,673,862,534,540,736,3,3,4,0.29,0.32,0.16,83.40,86.54,82.98,82.98,82.98,23.677,64.243,84.68,84.36,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M9/alignment and H_Placement/
M9_A0221_3,M9,M,A0221,3,VAL'S is VALid,022,A0221_022,4,0,2,1,2,1,H*,% H* L*H %,%,%,V1,847,0,0,460,324,-0.2,324,79,203,64,723,77,212,0,324,0,324,82,80,220,1,1,1,0.24,0.24,0.65,85.79,86.68,85.87,83.47,83.47,22.876,78.114,87.26,87.24,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M9/alignment and H_Placement/
M9_A0221_3,M9,M,A0221,3,VAL'S is VALid,022,A0221_022,4,0,2,2,2,2,L*H,% H* L*H %,%,%,V2,847,0,460,847,652,652,847,514,602,64,723,531,700,460,652,652,847,531,552,753,3,3,4,0.28,0.37,0.25,85.79,86.68,83.47,83.47,83.47,25.791,62.197,84.82,84.62,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M9/alignment and H_Placement/
M9_A0221_4,M9,M,A0221,4,VAL'S is VALid,022,A0221_022,4,0,2,1,2,1,H*,% H* L*H %,%,%,V1,837,0,0,445,306,-0.02,306,83,213,76,725,81,190,0,306,0,306,91,89,209,1,1,1,0.27,0.26,0.62,88.46,86.04,88.49,82.41,82.41,1.459,88.428,88.84,88.86,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M9/alignment and H_Placement/
M9_A0221_4,M9,M,A0221,4,VAL'S is VALid,022,A0221_022,4,0,2,2,2,2,L*H,% H* L*H %,%,%,V2,837,0,445,837,670,670,837,504,612,76,725,512,685,445,670,670,837,526,535,723,3,3,4,0.26,0.30,0.09,88.46,86.04,82.41,82.41,82.41,24.256,65.99,84.21,83.72,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M9/alignment and H_Placement/
M9_A0221_5,M9,M,A0221,5,VAL'S is VALid,022,A0221_022,4,0,2,1,2,1,H*,% H* L*H %,%,%,V1,872,0,0,459,327,-0.3,327,88,199,38,730,80,162,0,327,0,327,90,82,166,1,1,1,0.27,0.24,0.50,83.63,86.36,87.99,82.73,82.73,19.133,81.15,88.92,89.16,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M9/alignment and H_Placement/
M9_A0221_5,M9,M,A0221,5,VAL'S is VALid,022,A0221_022,4,0,2,2,2,2,L*H,% H* L*H %,%,%,V2,872,0,459,872,674,674,872,525,625,38,730,534,706,459,674,674,872,537,547,737,3,3,4,0.31,0.35,0.16,83.63,86.36,82.73,82.73,82.73,25.525,61.249,84.33,83.95,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M9/alignment and H_Placement/
M9_A0321_1,M9,M,A0321,1,VAL'S is inVALid,032,A0321_032,5,0,2,1,3,1,H*,% H* L*H %,%,%,V1,978,0,0,532,317,-0.04,317,97,225,78,807,108,218,0,317,0,317,103,115,232,1,1,1,0.31,0.34,0.69,87.66,85.59,87.68,82.50,82.50,6.848,82.756,87.98,87.92,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M9/alignment and H_Placement/
M9_A0321_1,M9,M,A0321,1,VAL'S is inVALid,032,A0321_032,5,0,2,2,2,2,L*H,% H* L*H %,%,%,V2,978,0,532,978,757,757,978,606,696,78,807,657,788,532,757,757,978,657,710,842,4,4,5,0.33,0.56,0.14,87.66,85.59,82.50,82.50,82.50,34.852,37.733,83.87,83.90,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M9/alignment and H_Placement/
M9_A0321_2,M9,M,A0321,2,VAL'S is inVALid,032,A0321_032,5,0,2,1,3,1,H*,% H* L*H %,%,%,V1,1000,0,0,576,356,0.3,356,99,254,98,864,122,202,0,356,0,356,94,116,192,1,1,1,0.28,0.34,0.57,87.41,86.08,87.42,82.34,82.34,5.511,85.618,87.98,87.99,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M9/alignment and H_Placement/
