code,speaker,gender,stim,rep,sent,metre_ID,stim_metre,tot_syls,ana_syls,tot_feet,cur_foot,foot_syls,wrd_end_syl,acc_phon,phr_phon,init_phon,fin_phon,v_text,phr_end_t,ana_end_t,foot_strt_t,foot_end_t,stress_end_t,wrd_fin_syl_strt_t,wrd_end_t,v_onset_t,v_offset_t,strt_t,end_t,l_t,h_t,l_syl_strt_t,l_syl_end_t,h_syl_strt_t,h_syl_end_t,v_sylNormT,l_sylNormT,h_sylNormT,v_syl,l_syl,h_syl,v_syl_ratio,l_syl_ratio,h_syl_ratio,s_f0,e_f0,v_onset_f0,l_f0,h_f0,slope_st,intercept_st,mean_st,med_st,location
F12_H1322_2,F12,F,H1322,2,eLAINa's a NANNy,132,H1322_132,6,1,2,2,2,2,L*H,%L L*H L*H %,%L,%,V2,1008,55,564,1008,798,798,1008,610,749,13,957,727,891,564,798,798,1008,538,657,807,5,5,6,0.20,0.70,0.44,88.40,90.60,86.63,86.63,86.63,51.154,32.464,88.70,88.98,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F12/alignment and H_Placement/
F12_H1322_3,F12,F,H1322,3,eLAINa's a NANNy,132,H1322_132,6,1,2,1,3,2,L*H,% L*H L*H %,%,%,V1,1042,52,52,554,289,289,474,116,227,30,986,170,329,52,289,289,474,125,173,313,2,2,3,0.27,0.50,0.22,89.07,91.15,89.81,86.49,86.49,21.548,81.048,91.36,91.24,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F12/alignment and H_Placement/
F12_H1322_3,F12,F,H1322,3,eLAINa's a NANNy,132,H1322_132,6,1,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1042,52,554,1042,818,818,1042,618,756,30,986,706,876,554,818,818,1042,549,628,775,5,5,6,0.24,0.58,0.26,89.07,91.15,86.49,86.49,86.49,52.635,35.187,89.02,88.32,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F12/alignment and H_Placement/
F12_H1322_4,F12,F,H1322,4,eLAINa's a NANNy,132,H1322_132,6,1,2,1,3,2,L*H,%L L*H L*H %,%L,%,V1,1038,57,57,536,289,289,452,122,236,30,958,155,320,57,289,289,452,127,157,309,2,2,3,0.28,0.42,0.19,88.17,91.26,88.72,86.75,86.75,21.893,81.97,90.19,89.83,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F12/alignment and H_Placement/
F12_H1322_4,F12,F,H1322,4,eLAINa's a NANNy,132,H1322_132,6,1,2,2,2,2,L*H,%L L*H L*H %,%L,%,V2,1038,57,536,1038,801,801,1038,595,739,30,958,697,903,536,801,801,1038,544,636,805,5,5,6,0.22,0.61,0.43,88.17,91.26,86.75,86.75,86.75,41.334,50.241,89.03,88.97,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F12/alignment and H_Placement/
F12_H1322_5,F12,F,H1322,5,eLAINa's a NANNy,132,H1322_132,6,1,2,1,3,2,L*H,% L*H L*H %,%,%,V1,1024,66,66,554,310,310,496,139,254,49,967,188,364,66,310,310,496,131,174,325,2,2,3,0.30,0.50,0.29,88.67,91.77,89.63,86.74,86.74,22.63,78.154,90.67,89.91,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F12/alignment and H_Placement/
F12_H1322_5,F12,F,H1322,5,eLAINa's a NANNy,132,H1322_132,6,1,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1024,66,554,1024,819,819,1024,615,752,49,967,725,910,554,819,819,1024,546,645,808,5,5,6,0.23,0.65,0.44,88.67,91.77,86.74,86.74,86.74,44.016,40.837,89.14,89.09,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F12/alignment and H_Placement/
F15_A0131_1,F15,F,A0131,1,VAL'S VALuables,013,A0131_013,4,0,2,1,1,1,L*H,%H L*H L*H %,%H,%,V1,1064,0,0,341,341,-0.1,341,54,209,54,817,172,242,0,341,0,341,56,180,253,1,1,1,0.16,0.50,0.71,90.62,89.01,90.62,88.76,88.76,23.52,76.678,88.51,88.44,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/alignment and H_Placement/
F15_A0131_1,F15,F,A0131,1,VAL'S VALuables,013,A0131_013,4,0,2,2,3,3,L*H,%H L*H L*H %,%H,%,V2,1064,0,341,1064,563,637,1064,381,499,54,817,506,764,341,563,637,1064,395,519,764,2,2,4,0.18,0.74,0.30,90.62,89.01,88.76,88.76,88.76,19.954,68.722,87.35,87.31,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/alignment and H_Placement/
F15_A0131_2,F15,F,A0131,2,VAL'S VALuables,013,A0131_013,4,0,2,1,1,1,L*H,% L*H L*H %,%,%,V1,1116,0,0,394,394,0.4,394,99,279,99,895,237,315,0,394,0,394,89,214,285,1,1,1,0.25,0.60,0.80,88.18,89.19,88.18,87.47,87.47,19.425,80.469,87.38,87.29,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/alignment and H_Placement/
F15_A0131_2,F15,F,A0131,2,VAL'S VALuables,013,A0131_013,4,0,2,2,3,3,L*H,% L*H L*H %,%,%,V2,1116,0,394,1116,626,682,1116,441,560,99,895,554,874,394,626,682,1116,400,507,819,2,2,4,0.20,0.69,0.44,88.18,89.19,87.47,87.47,87.47,17.761,72.861,86.94,87.02,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/alignment and H_Placement/
F15_A0131_3,F15,F,A0131,3,VAL'S VALuables,013,A0131_013,4,0,2,1,1,1,L*H,% L*H L*H %,%,%,V1,1059,0,0,377,377,0.1,377,82,196,82,850,199,287,0,377,0,377,77,188,271,1,1,1,0.22,0.53,0.76,86.80,87.87,86.80,86.71,86.71,18.671,78.158,85.98,85.89,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/alignment and H_Placement/
F15_A0131_3,F15,F,A0131,3,VAL'S VALuables,013,A0131_013,4,0,2,2,3,3,L*H,% L*H L*H %,%,%,V2,1059,0,377,1059,611,678,1059,431,543,82,850,525,771,377,611,678,1059,407,495,744,2,2,4,0.23,0.63,0.24,86.80,87.87,86.71,86.71,86.71,18.349,71.069,86.16,86.41,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/alignment and H_Placement/
F15_A0131_4,F15,F,A0131,4,VAL'S VALuables,013,A0131_013,4,0,2,1,1,1,H*,%H H* L*H %,%H,%,V1,1046,0,0,350,350,-0.4,350,84,246,84,827,209,268,0,350,0,350,85,213,273,1,1,1,0.24,0.60,0.77,87.06,87.48,87.06,86.47,86.47,20.694,74.503,86.36,86.35,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/alignment and H_Placement/
F15_A0131_4,F15,F,A0131,4,VAL'S VALuables,013,A0131_013,4,0,2,2,3,3,L*H,%H H* L*H %,%H,%,V2,1046,0,350,1046,574,630,1046,410,523,84,827,511,800,350,574,630,1046,415,513,806,2,2,4,0.27,0.72,0.41,87.06,87.48,86.47,86.47,86.47,13.458,72.791,86.12,86.41,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/alignment and H_Placement/
F15_A0131_5,F15,F,A0131,5,VAL'S VALuables,013,A0131_013,4,0,2,1,1,1,L*H,% L*H L*H   %,%,%,V1,1076,0,0,373,373,0.005,373,88,243,72,857,135,276,0,373,0,373,84,129,263,1,1,1,0.24,0.36,0.74,87.97,88.00,87.67,87.22,87.22,14.279,80.487,87.86,87.59,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/alignment and H_Placement/
F15_A0131_5,F15,F,A0131,5,VAL'S VALuables,013,A0131_013,4,0,2,2,3,3,L*H,% L*H L*H   %,%,%,V2,1076,0,373,1076,600,667,1076,425,538,72,857,541,822,373,600,667,1076,406,518,795,2,2,4,0.23,0.74,0.38,87.97,88.00,87.22,87.22,87.22,16.314,70.419,86.64,86.98,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/alignment and H_Placement/
F15_A0221_1,F15,F,A0221,1,VAL'S is VALid,022,A0221_022,4,0,2,1,2,1,L*H,%H L*H L*H %,%H,%,V1,851,0,0,490,325,0.4,325,63,192,63,806,175,342,0,325,325,490,65,181,349,1,1,2,0.19,0.54,0.10,89.71,89.24,89.71,87.91,87.91,23.848,76.254,88.18,88.27,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/alignment and H_Placement/
F15_A0221_1,F15,F,A0221,1,VAL'S is VALid,022,A0221_022,4,0,2,2,2,2,L*H,%H L*H L*H %,%H,%,V2,851,0,490,851,688,688,851,499,624,63,806,605,759,490,688,688,851,474,604,790,3,3,4,0.05,0.58,0.44,89.71,89.24,87.91,87.91,87.91,31.775,57.724,87.08,86.89,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/alignment and H_Placement/
F15_A0221_2,F15,F,A0221,2,VAL'S is VALid,022,A0221_022,4,0,2,1,2,1,>H*,%H >H* L*H %,%H,%,V1,837,0,0,398,294,0.07,294,56,199,56,771,170,210,0,294,0,294,64,194,240,1,1,1,0.19,0.58,0.71,90.19,87.75,90.19,88.58,88.58,27.867,79.531,89.49,89.52,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/alignment and H_Placement/
F15_A0221_2,F15,F,A0221,2,VAL'S is VALid,022,A0221_022,4,0,2,2,2,2,L*H,%H >H* L*H %,%H,%,V2,837,0,398,837,645,645,837,459,580,56,771,593,716,398,645,645,837,523,654,777,3,3,4,0.25,0.79,0.37,90.19,87.75,88.58,88.58,88.58,26.871,64.905,87.01,87.03,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/alignment and H_Placement/
F15_A0221_3,F15,F,A0221,3,VAL'S is VALid,022,A0221_022,4,0,2,1,2,1,H*,% H* L*H %,%,%,V1,837,0,0,410,276,0.05,276,23,149,23,769,59,81,0,276,0,276,28,72,99,1,1,1,0.08,0.21,0.29,87.95,88.28,87.95,86.84,86.84,8.23,84.647,88.57,88.58,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/alignment and H_Placement/
F15_A0221_3,F15,F,A0221,3,VAL'S is VALid,022,A0221_022,4,0,2,2,2,2,L*H,% H* L*H %,%,%,V2,837,0,410,837,678,678,837,460,592,23,769,542,741,410,678,678,837,508,582,783,3,3,4,0.19,0.49,0.40,87.95,88.28,86.84,86.84,86.84,19.885,65.479,86.33,85.81,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/alignment and H_Placement/
F15_A0221_4,F15,F,A0221,4,VAL'S is VALid,022,A0221_022,4,0,2,1,2,1,L*H,%H L*H L*H %,%H,%,V1,888,0,0,430,326,0.5,326,51,158,51,787,168,334,0,326,326,430,53,173,346,1,1,2,0.16,0.52,0.08,88.13,86.91,88.13,85.53,85.53,5.526,83.527,87.35,87.53,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/alignment and H_Placement/
F15_A0221_4,F15,F,A0221,4,VAL'S is VALid,022,A0221_022,4,0,2,2,2,2,L*H,%H L*H L*H %,%H,%,V2,888,0,430,888,702,702,888,490,626,51,787,612,784,430,702,702,888,516,625,791,3,3,4,0.22,0.67,0.44,88.13,86.91,85.53,85.53,85.53,25.014,56.738,85.30,85.33,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/alignment and H_Placement/
F15_A0221_5,F15,F,A0221,5,VAL'S is VALid,022,A0221_022,4,0,2,1,2,1,L*H,% L*H L*H %,%,%,V1,894,0,0,451,321,-0.5,321,37,177,34,793,175,335,0,321,321,451,39,183,350,1,1,2,0.12,0.55,0.11,87.96,87.51,87.96,87.28,87.28,10.062,83.037,87.42,87.42,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/alignment and H_Placement/
F15_A0221_5,F15,F,A0221,5,VAL'S is VALid,022,A0221_022,4,0,2,2,2,2,L*H,% L*H L*H %,%,%,V2,894,0,451,894,698,698,894,490,600,34,793,608,762,451,698,698,894,501,617,769,3,3,4,0.16,0.64,0.33,87.96,87.51,87.28,87.28,87.28,21.829,67.333,86.16,85.99,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/alignment and H_Placement/
F15_A0321_1,F15,F,A0321,1,VAL'S is inVALid,032,A0321_032,5,0,2,1,3,1,L*H,% L*H L*H %,%,%,V1,984,0,0,540,306,0.3,306,46,177,46,943,174,337,0,306,306,431,51,192,370,1,1,2,0.15,0.57,0.25,89.17,87.96,89.17,87.34,87.34,16.641,80.844,89.35,89.39,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/alignment and H_Placement/
F15_A0321_1,F15,F,A0321,1,VAL'S is inVALid,032,A0321_032,5,0,2,2,2,2,L*H,% L*H L*H %,%,%,V2,984,0,540,984,800,800,984,603,739,46,943,724,859,540,800,800,984,637,746,879,4,4,5,0.24,0.71,0.32,89.17,87.96,87.34,87.34,87.34,29.592,55.531,86.37,86.23,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/alignment and H_Placement/
F15_A0321_2,F15,F,A0321,2,VAL'S is inVALid,032,A0321_032,5,0,2,1,3,1,L*H,% L*H L*H %,%,%,V1,1002,0,0,572,327,0.08,327,47,181,47,910,170,343,0,327,327,456,49,176,354,1,1,2,0.14,0.52,0.12,88.23,87.00,88.23,86.40,86.40,9.73,81.752,88.03,88.12,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/alignment and H_Placement/
F15_A0321_2,F15,F,A0321,2,VAL'S is inVALid,032,A0321_032,5,0,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1002,0,572,1002,806,806,1002,627,752,47,910,760,907,572,806,806,1002,635,768,918,4,4,5,0.24,0.80,0.52,88.23,87.00,86.40,86.40,86.40,26.662,52.915,85.46,85.51,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/alignment and H_Placement/
F15_A0321_3,F15,F,A0321,3,VAL'S is inVALid,032,A0321_032,5,0,2,1,3,1,L*H,% L*H L*H %,%,%,V1L,1048,0,0,573,348,-0.4,348,52,185,49,902,187,363,0,348,348,466,51,182,354,1,1,2,0.15,0.54,0.13,87.71,86.23,87.71,86.02,86.02,11.888,79.181,87.94,87.95,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/alignment and H_Placement/
F15_A0321_3,F15,F,A0321,3,VAL'S is inVALid,032,A0321_032,5,0,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1048,0,573,1048,820,820,1048,624,763,49,902,764,895,573,820,820,1048,628,761,880,4,4,5,0.21,0.77,0.33,87.71,86.23,86.02,86.02,86.02,21.32,57.348,84.82,84.72,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/alignment and H_Placement/
F15_A0321_4,F15,F,A0321,4,VAL'S is inVALid,032,A0321_032,5,0,2,1,3,1,L*H,% L*H L*H %,%,%,V1,981,0,0,564,335,-0.2,335,34,204,34,911,168,347,0,335,335,483,34,170,348,1,1,2,0.10,0.50,0.08,87.92,86.16,87.92,85.93,85.93,11.445,81.348,87.62,87.72,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/alignment and H_Placement/
F15_A0321_4,F15,F,A0321,4,VAL'S is inVALid,032,A0321_032,5,0,2,2,2,2,L*H,% L*H L*H %,%,%,V2,981,0,564,981,825,825,981,614,746,34,911,791,909,564,825,825,981,625,784,923,4,4,5,0.19,0.87,0.54,87.92,86.16,85.93,85.93,85.93,27.067,53.864,84.81,84.81,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/alignment and H_Placement/
F15_A0321_5,F15,F,A0321,5,VAL'S is inVALid,032,A0321_032,5,0,2,1,3,1,L*H,% L*H L*H %,%,%,V1,1020,0,0,533,329,-0.2,329,49,175,49,886,162,341,0,329,329,451,50,166,351,1,1,2,0.15,0.49,0.10,87.87,87.06,87.87,86.64,86.64,13.002,79.978,88.14,88.30,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/alignment and H_Placement/
F15_A0321_5,F15,F,A0321,5,VAL'S is inVALid,032,A0321_032,5,0,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1020,0,533,1020,778,778,1020,583,706,49,886,721,859,533,778,778,1020,628,760,882,4,4,5,0.20,0.77,0.33,87.87,87.06,86.64,86.64,86.64,28.252,52.753,85.69,85.62,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/alignment and H_Placement/
F15_A0423_1,F15,F,A0423,1,VALerie's is VALid,042,A0423_042,6,0,2,1,4,3,L*H,% L*H L*H %,%,%,V1,942,0,0,541,197,223,402,45,126,45,871,164,304,0,197,223,402,48,175,351,1,1,3,0.23,0.83,0.45,89.79,91.05,89.79,86.45,86.45,36.654,67.327,90.06,90.23,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/alignment and H_Placement/
F15_A0423_1,F15,F,A0423,1,VALerie's is VALid,042,A0423_042,6,0,2,2,2,2,L*H,% L*H L*H %,%,%,V2,942,0,541,942,753,753,942,582,675,45,871,679,824,541,753,753,942,634,744,905,5,5,6,0.19,0.65,0.38,89.79,91.05,86.45,86.45,86.45,64.123,15.781,88.55,88.62,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/alignment and H_Placement/
F15_A0423_2,F15,F,A0423,2,VALerie's is VALid,042,A0423_042,6,0,2,1,4,3,L*H,% L*H L*H %,%,%,V1,1030,0,0,517,173,229,409,48,116,49,868,171,316,0,173,229,409,58,208,358,1,1,3,0.28,0.99,0.48,87.48,90.10,87.48,84.09,84.09,47.569,62.617,87.17,87.04,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/alignment and H_Placement/
F15_A0423_2,F15,F,A0423,2,VALerie's is VALid,042,A0423_042,6,0,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1030,0,517,1030,762,762,1030,587,670,49,868,677,836,509,762,762,1030,661,747,885,5,5,6,0.31,0.66,0.28,87.48,90.10,84.09,84.09,84.09,55.76,28.906,86.37,85.50,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/alignment and H_Placement/
F15_A0423_3,F15,F,A0423,3,VALerie's is VALid,042,A0423_042,6,0,2,1,4,3,L*H,% L*H L*H %,%,%,V1,1082,0,0,608,268,321,490,111,192,111,945,233,392,0,268,321,490,87,183,344,1,1,3,0.41,0.87,0.42,86.59,90.22,86.59,84.51,84.51,49.04,56.418,86.96,86.89,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/alignment and H_Placement/
F15_A0423_3,F15,F,A0423,3,VALerie's is VALid,042,A0423_042,6,0,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1082,0,608,1082,842,842,1082,660,749,111,945,721,914,608,842,842,1082,641,703,890,5,5,6,0.22,0.48,0.30,86.59,90.22,84.51,84.51,84.51,54.264,23.822,84.99,83.53,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/alignment and H_Placement/
F15_A0423_4,F15,F,A0423,4,VALerie's is VALid,042,A0423_042,6,0,2,1,4,3,L*H,% L*H L*H %,%,%,V1,1069,0,0,626,285,343,514,119,221,117,957,243,402,0,285,343,514,88,179,329,1,1,3,0.42,0.85,0.35,86.97,90.32,86.97,85.31,85.31,55.649,52.2,86.28,86.01,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/alignment and H_Placement/
F15_A0423_4,F15,F,A0423,4,VALerie's is VALid,042,A0423_042,6,0,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1069,0,626,1069,860,860,1069,670,781,117,957,764,922,626,860,860,1069,632,729,889,5,5,6,0.19,0.59,0.30,86.97,90.32,85.31,85.31,85.31,52.799,27.559,87.42,87.17,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/alignment and H_Placement/
F15_A0423_5,F15,F,A0423,5,VALerie's is VALid,042,A0423_042,6,0,2,1,4,3,L*H,% L*H L*H %,%,%,V1,1077,0,0,601,208,268,470,67,142,67,916,178,374,0,208,268,470,68,180,366,1,1,3,0.32,0.86,0.52,86.77,90.64,86.77,85.44,85.44,48.898,67.209,87.27,86.79,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/alignment and H_Placement/
F15_A0423_5,F15,F,A0423,5,VALerie's is VALid,042,A0423_042,6,0,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1077,0,601,1077,821,821,1077,644,730,67,916,744,895,601,821,821,1077,634,744,888,5,5,6,0.20,0.65,0.29,86.77,90.64,85.44,85.44,85.44,69.731,20.308,86.68,86.70,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/alignment and H_Placement/
F15_A1111_1,F15,F,A1111,1,They KNOW VAL,111,A1111_111,3,1,2,1,1,1,L*H,%H L*H L*H %,%H,%,V1,657,104,104,299,299,104,299,161,299,10,628,168,261,104,299,104,299,161,168,257,2,2,2,0.29,0.33,0.81,88.18,86.75,86.82,86.52,86.52,21.158,77.3,87.61,87.55,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/alignment and H_Placement/
F15_A1111_1,F15,F,A1111,1,They KNOW VAL,111,A1111_111,3,1,2,2,1,1,L*H,%H L*H L*H %,%H,%,V2,657,104,299,657,657,299,657,381,529,10,628,490,612,299,657,299,657,387,511,651,3,3,3,0.23,0.53,0.87,88.18,86.75,86.52,86.52,86.52,26.079,63.818,85.30,85.07,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/alignment and H_Placement/
F15_A1111_2,F15,F,A1111,2,They KNOW VAL,111,A1111_111,3,1,2,1,1,1,H*,% H* L*H %,%,%,V1,648,95,95,278,278,95,278,153,278,38,641,160,227,95,278,95,278,166,173,241,2,2,2,0.32,0.36,0.72,87.79,86.37,86.81,87.11,87.11,11.154,83.173,87.20,87.23,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/alignment and H_Placement/
F15_A1111_2,F15,F,A1111,2,They KNOW VAL,111,A1111_111,3,1,2,2,1,1,L*H,% H* L*H %,%,%,V2,648,95,278,648,648,278,648,345,526,38,641,467,601,278,648,278,648,367,502,650,3,3,3,0.18,0.51,0.87,87.79,86.37,87.11,87.11,87.11,19.618,71.653,85.47,85.19,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/alignment and H_Placement/
F15_A1111_3,F15,F,A1111,3,They KNOW VAL,111,A1111_111,3,1,2,1,1,1,L*H,%H L*H L*H %,%H,%,V1,715,102,102,314,314,102,314,164,314,0,666,189,278,102,314,102,314,161,183,261,2,2,2,0.29,0.41,0.83,85.75,86.00,85.65,86.66,86.66,20.483,72.461,86.13,86.13,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/alignment and H_Placement/
F15_A1111_3,F15,F,A1111,3,They KNOW VAL,111,A1111_111,3,1,2,2,1,1,L*H,%H L*H L*H %,%H,%,V2,715,102,314,715,715,314,715,378,558,0,666,512,652,314,715,314,715,358,495,638,3,3,3,0.16,0.49,0.84,85.75,86.00,86.66,86.66,86.66,21.985,62.331,84.69,84.63,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/alignment and H_Placement/
F15_A1111_4,F15,F,A1111,4,They KNOW VAL,111,A1111_111,3,1,2,1,1,1,L*H,%H L*H L*H %,%H,%,V1,719,105,105,312,312,105,312,165,312,0,711,175,287,105,312,105,312,161,170,271,2,2,2,0.29,0.34,0.88,87.74,86.39,86.80,87.01,87.01,15.518,78.462,87.44,87.37,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/alignment and H_Placement/
F15_A1111_4,F15,F,A1111,4,They KNOW VAL,111,A1111_111,3,1,2,2,1,1,L*H,%H L*H L*H %,%H,%,V2,719,105,312,719,719,312,719,411,614,0,711,516,649,312,719,312,719,392,498,632,3,3,3,0.24,0.50,0.83,87.74,86.39,87.01,87.01,87.01,20.129,66.86,85.62,85.54,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/alignment and H_Placement/
F15_A1111_5,F15,F,A1111,5,They KNOW VAL,111,A1111_111,3,1,2,1,1,1,L*H,% L*H L*H %,%,%,V1,756,121,121,322,322,121,322,179,322,30,694,191,302,121,322,121,322,161,172,274,2,2,2,0.29,0.35,0.90,86.44,86.84,87.06,87.88,87.88,15.05,79.821,87.83,87.83,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/alignment and H_Placement/
